steerCmd,brakeCmd,throttleCmd,distance
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.81909387720412
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.78736623549082
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.7311043708589
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.704783698756
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.67314460659662
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.62610746820846
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.5985726394121
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.5668642883672
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.5474609340708
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.4695611056337
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.4695611056337
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.40854329184057
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.3752303221957
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.35059853280274
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.31036929970836
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.24441777142897
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.2181526374742
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.18740943985122
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.15863901352833
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.09363352186045
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.07176183216896
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,174.01911058906495
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.9994310800112
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.93891023726943
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.88953997124477
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.83962162804215
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.8114330322763
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.77914132957636
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.7548642127474
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.69819534445466
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.63870919344657
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.61440538827748
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.58433816690615
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.53091061112858
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.5057970073087
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.44811294057374
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.42204977580047
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.38796032380534
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.3338558002058
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.30209880010173
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.26725846552517
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.21717523419017
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.1917863420884
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.15896802256725
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.08869228880744
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.06075367414843
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,173.0292006576541
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.98188647948683
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.93045890706156
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.93045890706156
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.87004252379825
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.8434645073408
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.79583653663585
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.74620198461452
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.7211966231
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.69433000912466
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.64705845304127
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.6270272597977
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.59868227411
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.54823677564448
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.52533397783435
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.4760882766323
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.42629375118202
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.42629375118202
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.3778262801029
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.33838803108588
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.29847295966653
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.2744610277709
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.24913850011214
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.20463318138113
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.20463318138113
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.15677757412624
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.11843165727285
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.11843165727285
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.0609654053745
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.0609654053745
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,172.00564484819722
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.99153099649638
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.95690774042652
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.92501088824613
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.90860729312882
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.8910426894492
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.8635408228808
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.84689074630663
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.81566294416245
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.7982978726109
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.78472302886965
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.7530850030365
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.74249092901752
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.72707297520125
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.70113953110544
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.69029370070177
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.67675205887505
0.0,0.6212635577612914,0.6212635577612914,0
0,0,0,171.66534700068686
0.02215616453387398,0,0.08642881173187633,0
0,0,0,171.64813074134472
0.02215616453387398,0,0.15095092562560875,0
0,0,0,171.6373746061878
0.02215616453387398,0,0.26838825081465756,0
0,0,0,171.62844466377373
0.02215616453387398,0,0.2956639868463129,0
0,0,0,171.62035718540196
0.02215616453387398,0,0.2956639868463129,0
0,0,0,171.60447379566054
0.02215616453387398,0,0.16335472196081402,0
0,0,0,171.59770935537173
0.02215616453387398,0,0.03152288171889883,0
0,0,0,171.59169764838435
0.02215616453387398,0,0,0
0,0,0,171.5877623197853
0.02215616453387398,0,0,0
0,0,0,171.58219946640534
0.02215616453387398,0,0,0
0,0,0,171.58063482707186
0.02215616453387398,0,0,0
0,0,0,171.57967685235053
0.02215616453387398,0,0,0
0,0,0,171.57967685235053
0.02215616453387398,0,0,0
0,0,0,171.58065295762938
0.02215616453387398,0,0,0
0,0,0,171.57556396512527
0.02215616453387398,0,0,0
0,0,0,171.5845582627766
0.02215616453387398,0,0,0
0,0,0,171.58474261327325
0.02215616453387398,0,0,0
0,0,0,171.58519044385744
0.02215616453387398,0,0,0
0,0,0,171.58632605581715
0.06728422755402855,0,0,0
0,0,0,171.58884057505858
0.07726011576597422,0,0.11922751467497528,0
0,0,0,171.59278566270896
0.08179516169027536,0,0.24601766394382407,0
0,0,0,171.59471145757155
0.0890520208606706,0,0.43556283148517627,0
0,0,0,171.5972840593888
0.09943519273912402,0,0.5618590664357805,0
0,0,0,171.60102615283228
0.10397226239152002,0,0.6057684911947556,0
0,0,0,171.60286849046756
0.11224104782322354,0,0.6691986068000356,0
0,0,0,171.60520544236206
0.12071327818672822,0,0.6834825768311373,0
0,0,0,171.60675213874802
0.12918743134976507,0,0.7114331522353371,0
0,0,0,171.61036099363966
0.13766364277756843,0,0.7217099362473083,0
0,0,0,171.61390999196854
0.1466467871658496,0,0.7217099362473083,0
0,0,0,171.61394292584296
0.155127665002725,0,0.6905462680468858,0
0,0,0,171.6182499483154
0.1637120241430419,0,0.6250363555220111,0
0,0,0,171.62243516924858
0.17209697745789684,0,0.6018594116313,0
0,0,0,171.62243516924858
0.18109105405744758,0,0.5860632474304233,0
0,0,0,171.6282367837792
0.18958281905663,0,0.5860632474304233,0
0,0,0,171.63367254475156
0.19858335180175712,0,0.5860632474304233,0
0,0,0,171.63666853674792
0.20687912535969064,0,0.6135395950806545,0
0,0,0,171.64054273402414
0.21781009336728835,0,0.6096618436644565,0
0,0,0,171.64758861497293
0.2230751869634196,0,0.5699893874347428,0
0,0,0,171.65152768345746
0.23087409596770597,0,0.5536598593076767,0
0,0,0,171.65606968500683
0.23979094110785698,0,0.5370500470588806,0
0,0,0,171.66491808725226
0.24992884106586566,0,0.5370500470588806,0
0,0,0,171.66915808858667
0.2601738782133801,0,0.5370500470588806,0
0,0,0,171.67451086176857
0.27418183817926295,0,0.5740290754661139,0
0,0,0,171.68352669579028
0.2825109896315034,0,0.5979344774002306,0
0,0,0,171.68854350740293
0.29358937538488716,0,0.6174018699744762,0
0,0,0,171.6962082684271
0.30894967531120027,0,0.6547006367625572,0
0,0,0,171.7072042133859
0.31638121885093345,0,0.6655944260979495,0
0,0,0,171.7127589330395
0.32748481296402765,0,0.6975587726447999,0
0,0,0,171.71918857937692
0.3437998268585538,0,0.731878731038892,0
0,0,0,171.73027112349757
0.35094390731960745,0,0.7485928149134281,0
0,0,0,171.73568670450908
0.36360883133840616,0,0.7747490395939178,0
0,0,0,171.74280798906466
0.38263033444653366,0,0.7811791057752773,0
0,0,0,171.7554790818693
0.3917426508623116,0,0.7843781876965453,0
0,0,0,171.76025802344415
0.4063987565451986,0,0.7843781876965453,0
0,0,0,171.76730110949416
0.42076586471790345,0,0.7843781876965453,0
0,0,0,171.779763246084
0.43484344982000434,0,0.7843781876965453,0
0,0,0,171.779763246084
0.4486309310625054,0,0.7843781876965453,0
0,0,0,171.7965181956324
0.46202457919809137,0,0.7939124658025385,0
0,0,0,171.80586370573144
0.47636542372162405,0,0.8002168620402252,0
0,0,0,171.81432184698033
0.49114115496713723,0,0.8095971106044709,0
0,0,0,171.82640767227952
0.5069759108071209,0,0.8219643255649756,0
0,0,0,171.83396742482282
0.5213855617408637,0,0.8341754831720845,0
0,0,0,171.842824100371
0.5422640860710273,0,0.8462344728585406,0
0,0,0,171.85727588019373
0.5516290817624063,0,0.8522080807149879,0
0,0,0,171.85727588019373
0.5662176157230573,0,0.8581450404398726,0
0,0,0,171.86624923403923
0.5819814493204929,0,0.8640457989658082,0
0,0,0,171.88044661860113
0.5976716105695256,0,0.8699107950992607,0
0,0,0,171.88560003867036
0.6127638004103189,0,0.8699107950992607,0
0,0,0,171.89386710521842
0.6290422265227021,0,0.8757404597163612,0
0,0,0,171.90168201644838
0.6446186705696215,0,0.8757404597163612,0
0,0,0,171.9135221894964
0.6586447981466153,0,0.8786421752334822,0
0,0,0,171.91789886311332
0.6736504596263349,0,0.8786421752334822,0
0,0,0,171.9244772107399
0.6887942958124365,0,0.8786421752334822,0
0,0,0,171.93539101880984
0.7030153383621288,0,0.8786421752334822,0
0,0,0,171.93927816414475
0.7226983290396131,0,0.8786421752334822,0
0,0,0,171.947975340072
0.7315481370018667,0,0.8786421752334822,0
0,0,0,171.95079336479824
0.7454335282169383,0,0.8786421752334822,0
0,0,0,171.9549579479185
0.7635296997643091,0,0.8581450404398726,0
0,0,0,171.9599631310918
0.7715772283210058,0,0.8462344728585406,0
0,0,0,171.9616936129638
0.7849054089906811,0,0.8280891649972684,0
0,0,0,171.9638302278731
0.7975078308552217,0,0.80648045283843,0
0,0,0,171.96570184724422
0.8104607618623965,0,0.797069797803618,0
0,0,0,171.96598979573966
0.8230087509028959,0,0.7811791057752773,0
0,0,0,171.96559506302876
0.8412294058810812,0,0.7811791057752773,0
0,0,0,171.9635456640355
0.847098234272925,0,0.7811791057752773,0
0,0,0,171.96164632878725
0.859507781501796,0,0.7811791057752773,0
0,0,0,171.95874116048594
0.8716169340591158,0,0.7811791057752773,0
0,0,0,171.95239731061017
0.8836428876718552,0,0.7811791057752773,0
0,0,0,171.94804571837983
0.9017310517161834,0,0.7811791057752773,0
0,0,0,171.93857792255054
0.9085433342009352,0,0.7811791057752773,0
0,0,0,171.9313422653905
0.921201828077026,0,0.7811791057752773,0
0,0,0,171.9313422653905
0.933006705472161,0,0.7811791057752773,0
0,0,0,171.91078085866195
0.9445059053415993,0,0.7811791057752773,0
0,0,0,171.89237312417515
0.958249595109312,0,0.7811791057752773,0
0,0,0,171.89237312417515
0.9710284538010396,0,0.7811791057752773,0
0,0,0,171.86604934698897
0.9830585749539984,0,0.7811791057752773,0
0,0,0,171.85012733864193
0.9954526918866273,0,0.7811791057752773,0
0,0,0,171.84052639175295
1.0086620808897133,0,0.7811791057752773,0
0,0,0,171.8086363213312
1.021457149239209,0,0.7811791057752773,0
0,0,0,171.79346206217474
1.0334969215869618,0,0.7811791057752773,0
0,0,0,171.77467728514551
1.0465831013866098,0,0.7811791057752773,0
0,0,0,171.73653152412282
1.0586855285219339,0,0.7811791057752773,0
0,0,0,171.7196638204207
1.0705916039451808,0,0.7811791057752773,0
0,0,0,171.697751629771
1.0859435401226198,0,0.7811791057752773,0
0,0,0,171.6514625168045
1.0922124468185708,0,0.7811791057752773,0
0,0,0,171.6236637992775
1.1010030978117515,0,0.7811791057752773,0
0,0,0,171.6236637992775
1.1080934092952637,0,0.7811791057752773,0
0,0,0,171.58143793363186
1.113933936588533,0,0.7811791057752773,0
0,0,0,171.54278473757842
1.1206998982823315,0,0.7811791057752773,0
0,0,0,171.4844375986717
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.44758650514828
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.41672286139095
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.38590076816666
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.33580597328498
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.28284153238482
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.21714355118067
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.1825016480128
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.1393167088901
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.06709497346003
1.1218476624059774,0,0.7811791057752773,0
0,0,0,171.0324286229123
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.959839449853
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.92717832568653
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.84930851982872
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.77624823383928
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.77624823383928
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.6867338984232
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.60825106459626
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.60825106459626
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.55270822714616
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.50734998411556
1.1218476624059774,0,0.7811791057752773,0
0,0,0,170.50734998411556
1.1213885221931958,0,0.7811791057752773,0
0,0,0,170.50734998411556
1.1205851377067795,0,0.7811791057752773,0
0,0,0,170.50734998411556
1.1181758298624338,0,0.7811791057752773,0
0,0,0,170.21161151106836
1.111070007580059,0,0.7811791057752773,0
0,0,0,170.14650526318889
1.1072923455211927,0,0.7811791057752773,0
0,0,0,170.14650526318889
1.0980329674780573,0,0.7811791057752773,0
0,0,0,170.03554185631108
1.0782044620039817,0,0.7811791057752773,0
0,0,0,169.94073616069485
1.0686619296720692,0,0.7811791057752773,0
0,0,0,169.8910792697782
1.0440985203685316,0,0.7811791057752773,0
0,0,0,169.82979663484673
1.0143820955030627,0,0.7811791057752773,0
0,0,0,169.78340862072378
0.9576947101744397,0,0.7811791057752773,0
0,0,0,169.69482443454945
0.9357686451726035,0,0.7811791057752773,0
0,0,0,169.64660867870484
0.8902135105225083,0,0.7811791057752773,0
0,0,0,169.58136690000907
0.8356920999346547,0,0.7811791057752773,0
0,0,0,169.48041683651124
0.7886726306381924,0,0.7811791057752773,0
0,0,0,169.42078218998276
0.743295367695214,0,0.7811791057752773,0
0,0,0,169.3650172776307
0.700147511558946,0,0.7811791057752773,0
0,0,0,169.2959416878087
0.6606507626167633,0,0.7811791057752773,0
0,0,0,169.18506192554355
0.6064718080352463,0,0.7811791057752773,0
0,0,0,169.0893561004803
0.5816679614056294,0,0.7811791057752773,0
0,0,0,169.0893561004803
0.5439282216499997,0,0.7811791057752773,0
0,0,0,168.95728879268583
0.5087370097892612,0,0.7811791057752773,0
0,0,0,168.84043283775915
0.47719143686413157,0,0.7779694132809515,0
0,0,0,168.84043283775915
0.448219098644393,0,0.7779694132809515,0
0,0,0,168.77334698665769
0.42066317611134263,0,0.7779694132809515,0
0,0,0,168.59592928438022
0.39379133511944503,0,0.7779694132809515,0
0,0,0,168.59592928438022
0.36749255601907876,0,0.7779694132809515,0
0,0,0,168.44983664096713
0.3355379007105338,0,0.7779694132809515,0
0,0,0,168.33002205227854
0.31577026338863784,0,0.7779694132809515,0
0,0,0,168.33002205227854
0.28911642835394413,0,0.7779694132809515,0
0,0,0,168.19436995998691
0.2525656147063781,0,0.7779694132809515,0
0,0,0,168.064505535289
0.23725732505156488,0,0.7939124658025385,0
0,0,0,168.064505535289
0.21538050220390897,0,0.797069797803618,0
0,0,0,167.93071536068032
0.19079617225261097,0,0.797069797803618,0
0,0,0,167.79322550741676
0.18179858886208874,0,0.797069797803618,0
0,0,0,167.79322550741676
0.16987420399208833,0,0.797069797803618,0
0,0,0,167.71920159549597
0.16088394683306154,0,0.797069797803618,0
0,0,0,167.5315012906486
0.15310818910369967,0,0.797069797803618,0
0,0,0,167.42983895483533
0.14856487152351233,0,0.797069797803618,0
0,0,0,167.42983895483533
0.14281097567955253,0,0.797069797803618,0
0,0,0,167.21900511381583
0.13645262427677768,0,0.797069797803618,0
0,0,0,167.08826353390998
0.12868296119918732,0,0.797069797803618,0
0,0,0,167.01926086320933
0.1200071874170008,0,0.8002168620402252,0
0,0,0,166.92032611803222
0.10820728895786239,0,0.803353725078269,0
0,0,0,166.81745645044617
0.09751967871635017,0,0.80648045283843,0
0,0,0,166.7116010873101
0.08693533314410569,0,0.8095971106044709,0
0,0,0,166.6329354383036
0.07584928552377157,0,0.8095971106044709,0
0,0,0,166.51862222474873
0.06728422755402855,0,0.8095971106044709,0
0,0,0,166.41567308465432
0.059526242761792435,0,0.8095971106044709,0
0,0,0,166.30404465712823
0.05287717879898357,0,0.8095971106044709,0
0,0,0,166.22414562849696
0.04753815799053892,0,0.8095971106044709,0
0,0,0,166.02037265275482
0.04360963872810736,0,0.8095971106044709,0
0,0,0,166.02037265275482
0.04119216359252382,0,0.8127037630314176,0
0,0,0,165.92136899813877
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.70100059408298
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.59139311142954
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.45940799631896
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.45940799631896
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.3277267280089
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.09098734626863
0.04109143664434858,0,0.8127037630314176,0
0,0,0,165.00066931134745
0.04109143664434858,0,0.8127037630314176,0
0,0,0,164.88629286044232
0.04109143664434858,0,0.8127037630314176,0
0,0,0,164.7493307592509
0.04109143664434858,0,0.8127037630314176,0
0,0,0,164.7493307592509
0.04109143664434858,0,0.815800474153604,0
0,0,0,164.51643960776653
0.04109143664434858,0,0.8188873073925946,0
0,0,0,164.42504320962908
0.04109143664434858,0,0.8188873073925946,0
0,0,0,164.3038990494778
0.04109143664434858,0,0.8219643255649756,0
0,0,0,164.20571999902762
0.04109143664434858,0,0.8219643255649756,0
0,0,0,164.0889807194657
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.8472918078497
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.73747297937246
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.63137594234888
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.50027560910044
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.39345311890887
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.28201507161734
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.0661460430797
0.04109143664434858,0,0.8219643255649756,0
0,0,0,163.0661460430797
0.04109143664434858,0,0.8219643255649756,0
0,0,0,162.9741159233977
0.04109143664434858,0,0.8219643255649756,0
0,0,0,162.81096100888738
0.04109143664434858,0,0.8219643255649756,0
0,0,0,162.5799689550142
0.04169579973078935,0,0.8219643255649756,0
0,0,0,162.45637737618492
0.04290453610389103,0,0.8219643255649756,0
0,0,0,162.33131326969047
0.044919127869354286,0,0.8219643255649756,0
0,0,0,162.2025513882198
0.04643009817519933,0,0.8219643255649756,0
0,0,0,161.97093218993817
0.0470344928487614,0,0.8219643255649756,0
0,0,0,161.97093218993817
0.0470344928487614,0,0.8219643255649756,0
0,0,0,161.85374375365413
0.0470344928487614,0,0.8219643255649756,0
0,0,0,161.74366281450503
0.0470344928487614,0,0.8219643255649756,0
0,0,0,161.63674537968723
0.0470344928487614,0,0.8219643255649756,0
0,0,0,161.49042638372518
0.0470344928487614,0,0.8219643255649756,0
0,0,0,161.3729888627911
0.04683302753586777,0,0.8219643255649756,0
0,0,0,161.21397103848295
0.04643009817519933,0,0.8219643255649756,0
0,0,0,161.00051617554854
0.04512058924366557,0,0.8219643255649756,0
0,0,0,161.00051617554854
0.0430052647582362,0,0.8219643255649756,0
0,0,0,160.88372735500158
0.04088998302565882,0,0.8219643255649756,0
0,0,0,160.66525743423722
0.038472567840283425,0,0.8219643255649756,0
0,0,0,160.5584516936474
0.03645809347751841,0,0.8219643255649756,0
0,0,0,160.43201132396433
0.035249424754973904,0,0.8219643255649756,0
0,0,0,160.43201132396433
0.034645094708860694,0,0.8219643255649756,0
0,0,0,160.28717635641374
0.03454437330916065,0,0.8219643255649756,0
0,0,0,160.0621495882463
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.99044962841896
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.8617152726076
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.74528281954744
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.63100648790476
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.40777855498166
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.33802163282073
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.20578352506413
0.03454437330916065,0,0.8219643255649756,0
0,0,0,159.1246362866538
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.96839352247136
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.72939879311903
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.72939879311903
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.60700132975563
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.36683695334096
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.36683695334096
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.12889183960004
0.03454437330916065,0,0.8219643255649756,0
0,0,0,158.00536607837606
0.03454437330916065,0,0.8219643255649756,0
0,0,0,157.89692031812305
0.03454437330916065,0,0.8219643255649756,0
0,0,0,157.7580446931675
0.03454437330916065,0,0.8219643255649756,0
0,0,0,157.62565457503771
0.03454437330916065,0,0.8219643255649756,0
0,0,0,157.55977276703652
0.03454437330916065,0,0.8219643255649756,0
0,0,0,157.38875270853103
0.03454437330916065,0,0.8219643255649756,0
